Codigo;Produto;Preco;Quantidade
43119003463;Byrne DairyChcolate Milk12 fl oz;64;25
41735075635;Price ChopperVanilla Greek Yogurt32 oz;81;45
41735004796;Price ChopperCooking Oil48 fl oz;97;60
51000129109;PregoRoasted Garlic And Herb Sauce24 oz;19;68
78742114330;Great ValuePurified Drinking Water16.9 fl oz;66;67
77890558423;WegmansSemi Sweet Chocolate Morsels12 oz;46;18
51000016591;Campbell'sHomestyle Chicken Noodle18.6 oz;57;93
79813000392;BoursinGournay Cheese5.2 oz;50;15
26800001658;American BeautyThin Spaghetti16 oz;59;14
77890945988;WegmansWhipped Light Cream14 oz;90;89
37000229841;SecretFresh Effects Antiperspirant/Deodorant2.6 oz;99;89
72043000903;Superior Nut CompanySalted Mixed Nuts10 oz;51;25
12000018770;PepsiMax12 fl oz;67;63
36023004008;LorivaExtra Virgin Sesame Oil12.7 fl;33;20
50000322756;Coffee MateFrench Vanilla Coffee Creamer32 fl oz;42;76
6,70172E+11;Kernel SeasonsPopcorn Spritzer2.5 oz;16;31
31200336309;Ocean Spray100% Juice Cranberry And Blueberry Juice64 fl oz;32;92
16000159754;Hamburger HelperStroganoff5.6 oz;34;61
77890423851;WegmansCanned Whole Kernel Corn15.25 oz;20;21
41498199449;Nature's NectarLemonade59 fl oz;75;38
44700031483;Oscar MayerDeli Fresh Smoked Turkey Breast;98;92
30100001331;KeeblerZesta Original Saltine Crackers16 oz;40;75
8,92506E+11;Kettle HouseCold Smoke Scotch Ale16 oz;15;36
48001213586;Hellmann'sLight Mayonnaise30 fl oz;76;84
54100020208;VlasicSweet Relish16 fl oz;99;73
41735041265;Price ChopperCheddar Cheese8 oz;43;69
21130333226;Safeway KitchensWhole Kernel Golden Sweet Corn15.25 oz;93;10
6,70171E+11;Kernel SeasonsWhite Cheddar Popcorn Seasoning2.85 oz (80g);70;38
78800113954;Upstate FarmsIntense Chocolate Milk16 fl oz;99;54
41321241178;NalleyOnion Chili15 oz;95;31
3,66102E+12;ExidePremium EA77077Ah;89;27
5,01012E+12;ListerineStay White500 ml;97;73
5,94162E+12;DoncafeSelected Freeze Dried Premium100g;70;21
4,00809E+12;KluthSalz Pistazien200g;13;12
41130032141;FlavoriteFlavorite15 oz;92;18
42272001637;Amy'sMexican Casserole Bowl9.5 oz;57;21
85239511107;Archer FarmsAsparagus Spears12 oz;90;10
12000286193;Pure LeafSweet Tea18.5 oz;41;56
14500004307;Birds EyeCauliflower Florets16 oz;27;75
11150010320;Roundy'sLite Yellow Cling Peach Slices15 oz;28;90
8,34183E+11;AlexiaOnion Rings13.5 oz;71;27
14500001887;Birds EyeBroccoli Chopped10 oz;77;71
41303017364;Essential EverydayUnsweetened Applesauce23 oz;16;15
36800089303;Full CircleMixed Vegetables16 oz;53;46
14500001900;Birds EyeSpinach Chopped10 oz;51;80
38000937743;Kellogg'sFrosted Mini Wheats Original36 oz;80;93
24284222118;Sno PacOrganic Blueberries10 oz;92;42
16000275652;General MillsWheaties15.6 oz;80;78
24182011128;EdenOrganic Whole Tomatoes28 oz;54;83
95916221007;Bells And FlowerBamboo Shoot Tips In Water20 oz;96;96
24300041501;Little DebbieFudge Rounds9.5 oz;55;99
85239141816;Market PantryMixed Berries12 oz;55;22
43182008693;Native ForestOrganic Mandarin Oranges15 oz;73;65
41303001783;Essential EverydayBran Flakes17.3 oz;42;54
70074626000;Similac Total ComfortPowder12.6 oz;12;79
24000840534;Baby Leaf Spinach13.5 oz;95;60
86600000701;Bumble BeePink Salmon14.75 oz;49;82
88183021753;FortunaBamboo Shoot Slices20 oz;23;18
38900006198;DoleCrushed Pineapple In 100% Pineapple Juice8 oz;59;17
41196458947;ProgressoLight Chicken Corn Chowder18.5 oz;58;100
11161108085;ShurfinePears Bartlett Halves, Lite29 oz;89;75
41331090834;GoyaFruta Papaya Chunks14 oz;40;13
70560922456;Pict SweetCut Corn28 oz;38;27
14500002150;Birds EyeDeluxe Corn Yellow Sweet10 oz;41;45
24000001652;Del MonteCrushed Pineapple In 100% Juice20 oz;15;60
41331125390;GoyaCut Green Beans14.5 oz;48;37
75450895551;Midwest Country FareBroccoli Cuts16 oz;84;50
28700111116;Tree TopNo Sugar Added Natural Apple Sauce23.8 oz;16;48
8,88109E+11;HostessTwinkies13.58 oz;61;63
13000001212;HeinzTomato Ketchup64 oz;44;50
7,65847E+11;Door County, WiStrawberries12 oz;71;61
96295112337;LeaderAmmonium Lactate 12%7.9 oz;62;48
38897307148;MckenziesLima Bean Bean Whole Baby16 oz;75;12
78742369686;Great ValuePineapple Slices20 oz;84;89
70332003208;Bird's EyeUltimate Mango Chunks14 oz;13;45
42400001058;Malt O MealOriginal Hot Wheat28 oz;39;13
11152472843;DynastyBaby Corn, Cut15 oz;83;100
74323092301;BimboWhole Wheat Bread16 oz;88;17
84909210296;Cock BrandYoung Baby Corn   Large15 oz;24;54
70560961813;Pict SweetPict Sweet28 oz;21;28
33844004484;BadiaGround Pepper2 oz;96;67
17498015393;AdelitaBlack Beans15 oz;17;67
13800190031;Stouffer'sFamily Size Macaroni & Cheese76.00 oz;59;84
14500001832;Birds EyeCorn Yellow Sweet10 oz;32;17
70560851558;Pict SweetPict Sweet28 oz;94;28
41760097060;Indian SummerNatural Apple Sauce50 oz;90;39
7,33803E+11;Del MonteCitrus Salad15.00 oz;68;58
44300128804;La ChoySnow Pea Pods6 oz;39;56
48500019047;TropicanaTrop50 Orange Juice Beverage, No Pulp Calcium + Vitamin D12 fl oz;61;63
14500014481;Birds EyeSteam Fresh Lightly Sauced Couscous Pasta & Spinach10.00 oz;12;53
24000035176;Del MonteCinnamon Flavored Pear Halves15.00 oz;25;91
24000392019;Del Monte OrganicCut Green Beans14.5 oz;94;74
8,34183E+11;AlexiaSweet Potato Puffs20 oz;76;100
14500001863;Birds EyeGreen Bean Bean French9 oz;14;94
14500004628;Birds EyeMixed Vegetable Brc Green Beans Regular16 oz;13;68
20000414676;Green GiantMixed Vegetables25 oz;30;66
27000378823;Hunt'sDiced Tomatoes28.00 oz;26;41
70560887212;Pict SweetChopped Turnip Greens32 oz;96;77
20000125664;Green GiantGreen Bean Casserole9.00 oz;59;41
75450895483;Midwest Country FareWinter Mix16 oz;50;43
41500000992;French'sDijon Mustard41500000992;23;61
24000011859;Del MonteSliced Pineapple 100% Juice20 oz;60;52
14100099970;Pepperidge FarmMilano Cookies6 oz;13;13
24000167129;Del MonteChunky Mixed Fruit15.00 oz;50;100
70332000719;C & WBroccoli Floret14 oz;76;99
89087024529;Tropical FantasyPineapple21 fl oz;20;27
41130468704;CubRed Raspberries12 oz;72;49
42800008800;Totino'sPizza Rolls (Cheese)19.80 oz;15;14
20000414669;Green GiantBroccoli Cuts25 oz;82;24
39400017233;AllensPepi Golden Hominy15.5 oz;42;98
41130471353;Cub FoodsBartlett Pear Halves, Lite15 oz;11;95
70475000812;GiorgioCanned Pieces & Stems Mushrooms8 oz;59;87
75725211406;Halstead AcresCut Okra16 oz;73;80
75725211505;Halstead AcresWhole Okra16 oz;65;66
7,99211E+11;BionaturaeDiced Tomatoes28.2 oz;54;44
54800120017;Uncle Ben'sFast And Natural Whole Grain Instant Brown Rice14 oz;27;46
4,90168E+12;ZebraMini/Pocket Mechanical Pencil, TS-399.1mm x 5.6mm, 6.4g;98;96
8,43655E+12;"BQBQ Tablet 10.1"" 3G";32;52
9,78047E+12;Optimal State Estimation;72;95
8,2072E+11;MedranoMalbec - Mendoza, Argentina750 ml;56;46
7,00154E+11;"La Bicicleta - Tango progresivo - www.labicicleta.deCD ""Berl«n azul"" - 2014";80;79
7,61303E+12;NescafeBrasero100g;80;21
7,591E+12;Alimentos PolarHarina de Maiz Blanco P.A.N.1 Kg;78;79
45496524265;Nintendo 3dsPokemon Y;69;71
3,11917E+11;Finest NutritionCod Liver Oil16 fl oz;72;62
17400109325;MahatmaExtra Long Grain Enriched Rice80 oz;39;97
41351000240;Tone'sGarlic Powder7.50 oz;35;34
21130602315;Safeway KitchensCayenne Pepper1.87 oz;100;37
34000058006;Hershey'sNatural Unsweetened Cocoa23 oz;22;74
21130600144;SafewayChili Powder4.5 oz;100;65
78742041933;Daily ChefSalted Sweet Cream Butter16 oz;95;90
76114304419;Spice SupremeBeef Flavored Bouillon Cubes3-1/2 oz;49;47
11110916204;KrogerFresh Selections Baby Carrots16 oz;41;23
15800070320;C&HConfectioners Powdered Sugar32 oz;34;28
41791701028;Dorsel'sPinehead Oat Meal32 oz;45;88
33600000316;Herb OxChicken Bouillon Instant Broth And Seasoning1.13 oz;56;33
41351978686;Tone'sGround Cinnamon5.50 oz;39;80
80686321033;DekuyperCreme De Cocoa750 ml;36;58
7,62112E+11;StarbucksCaffe Verona Ground Coffee32 oz;49;35
41501110089;Las PalmasMedium Enchilada Sauce10 oz;13;88
11110683991;KrogerStick Cinnamon1 oz;92;86
24600010412;MortonLite Sale11 oz;25;48
8,84912E+11;PostHoney Bunches Of Oats Greek Honey Crunch15.5 oz;97;30
36200002186;RaguCheesy Double Cheddar Sauce16 oz;30;96
41820105070;NalleySugar Free Bread & Butter Cucumber Chips16 oz;17;29
8,53746E+11;Tres OmegaOrganic Extra Virgin Coconut Oil54 oz;78;68
41565198788;PaceJalapeno & Pepper Jack Dip15 oz;67;31
71661001286;Fruit Of The EarthAloe Vera Juice128 fl oz;34;81
83078113117;CarmexEveryday Healing Lip Balm0.25 oz;59;43
30000030509;QuakerYellow Corn Meal24 oz;34;89
8,72181E+11;True NorthAlmond Pecan Cashew Clusters24 oz;60;91
78000054408;A&W Root BeerCream Soda20 fl oz;31;30
25000058806;Minute MaidPink Lemonade12 fl oz;62;72
11110669124;KrogerCreamy Ranch Dressing16 oz;97;45
6,02652E+11;KindDark Chocolate Cherry Cashew + Antioxidants40g;70;83
73214001156;MezzettaSweet Cherry Peppers16 fl oz;58;65
74880070033;Sun BirdFried Rice Seasoning Mix0.74 oz;42;85
36200219331;BertolliOlive Oil & Garlic Sauce24 oz;47;56
25000055447;Simply Orange Juice CompanyHigh Pulp Orange Juice59 fl oz;91;59
70670008187;ReeseMaraschino Syrup8 fl oz;86;63
40822011747;Sabra Dipping CompanyRoasted Pine Nut Hummus10 oz;82;60
21130602407;SafewayOnion Powder2.62 oz;78;100
21130602391;SafewayItalian Seasoning0.75 oz;33;53
11110003560;KrogerCrushed Red Pepper1.5 oz;41;70
41695116744;Braswell'sVidalia Onion Steak Sauce9.5 oz;31;93
52000340198;GatoradeG Series - Thirst Quencher - Instant Powder Mix - Lemon Lime76.5 OZ (4 LB 12 OZ) 2.16 kg;56;26
11110800671;Private SelectionOrganic Turkish Bay Leaves0.16 oz;76;48
37600000611;HormelPigs Feet9 oz;15;43
71012041053;King Arthur FlourBread Flour5 lb;64;85
7,61721E+11;ArgoCorn Starch35 oz;65;38
73210001839;StarGrapeseed Oil1 L;34;90
15800062349;C&HGolden Brown Sugar4 lb;64;52
49200048412;DominoSuperfine Sugar1 lb;12;43
41351914653;Tone'sWhole Black Pepper19.50 oz;52;73
52100014593;McCormickPure Vanilla Extract16 fl oz;98;94
41129396407;ClassicoTraditional Pizza Sauce14 oz;58;57
75076100169;Try MeCajun Sunshine Hot Pepper Sauce5 fl oz;73;46
11110669551;KrogerSoy Sauce10 fl oz;24;27
20662000026;Newman's OwnOlive Oil & Vinegar Salad Dressing16 fl oz;67;46
34000144037;Hershey'sMilk Chocolate Chips36 oz;80;47
17400109516;MahatmaJasmine Enriched Thai Fragrant Long Grain Rice80 oz;64;66
7,81139E+11;On The BorderSalsa Con Queso15.5 oz;88;73
43000022597;Crystal LightCherry Pomegranate Drink Mix2.2 oz;32;45
764003026;Ryan'sAll Natural Spiced Apple Cid64 fl oz;36;33
84744001011;Nellie & Joe'sFamous Key West Lime Juice16 fl oz;41;99
41335334255;Ken'sLite Creamy Caesar Dressing16 fl oz;57;61
43456073501;MaggiJugo Seasoning Sauce3.38 fl oz;50;25
64144030316;PamOriginal Spray8 oz;67;96
3,12843E+11;PhillipsMilk Of Magnesia12 fl oz;18;67
28400028202;DoritosCool Ranch3 3/8 oz;29;57
11600000048;AlagaCane Syrup24 fl oz;67;15
41800214501;WelchesGape Juice5.5 fl oz;78;53
82242967532;Purple MoonMerlot 2011 California750 ml;89;15
70969000069;Spice WorldMinced Garlic4.5 oz;77;42
87692821007;Angry Orchard Cider CompanyHard Cider Crisp Apple12 fl oz;88;46
20662001931;Newman's OwnFamily Recipe Italian Dressing16 fl oz;71;40
11110840592;Kroger Private SelectionBolkd Black Bean & Corn Salsa24 oz;78;43
40100007295;Fleischmann'sInstant Dry Yeast454 g;96;13
70470003139;YoplaitOriginal Strawberry Banana6 oz;65;41
76314302031;Emergen CSuper Orange Drink Mix Packets9.3 oz;88;84
15300430594;Rice A RoniRice Pilaf7.2 oz;54;90
78742074047;Great ValueClassic Alfredo Pasta Sauce16 oz;18;77
72457550445;Walden FarmsCalorie Free Hickory Smoked Barbecue Sauce12 fl oz;71;70
41800283002;WelchesApple Juice5.5 fl oz;94;60
44000003821;NabiscoPremium Saltine Crackers4 oz;73;56
18000709304;PillsburyMuffin Mix8.1 oz;32;94
8,53237E+11;Miracle NoodleAngel Hair Shirataki Pasta7 oz;18;97
50000207084;Nestle Coffee MateFrench Vanilla15 oz;80;71
942423;Trader Joe'sOrganic Peppermints40g;81;31
8,53693E+11;Seven MoonsCooked Cut Baby Corn14.4 oz;77;11
16000296527;Betty CrockerWarm Delights, Molten Chocolate Cake3.35-ounce (pack of 8);32;27
72702526430;Elmwood FarmsSyrup (Lite)24 fl oz;68;74
76114330142;Spice SupremeParsley Flakes0.75 oz;27;86
41100086471;SolarcaineCool Aloe Burn Relief4.5 oz;58;75
76114330302;Spice SupremeCayenne Pepper5-1/2 oz;12;89
11110688545;KrogerWalnuts6 oz;88;86
76828048654;Wet OnesAntibacterial Hand Wipes20 wipes;40;98
78742006451;Great ValueAll Natural Dried Cranberries24 oz;91;11
11140104213;Hungry JackCheesy Scalloped Potatoes6.1 oz;10;47
78883240325;La SierraRefried Pinto Beans15.2 oz;39;69
78742434223;Great ValueAll Natural Pizza Sauce14 oz;79;36
28700121313;Tree Top100% Juice Apple Grape64 fl oz;43;30
51000127112;V8 SplashBerry Blend64 fl oz;89;78
12044037539;Old SpiceDeodorant Swagger Scented3 oz;48;94
16000431546;Betty CrockerHamburger Helper Classic Stroganoff7.7 oz;67;88
29700001483;IdahoanLoaded Baked Flavored Mashed Potatoes4 oz;79;91
74780377416;PerrierSparkling Natural Mineral Water8.45 floz;27;54
41498156817;Bakers CornerQuick Bread (Pumpkin)14 oz;40;31
89397110172;Bella VitaLow Carb Meat Flavored Pasta Sauce26 oz;75;52
7,46876E+11;CalmoseptineOintment4 oz;24;28
41270821087;IgaLasagna1 lb;40;67
72220008487;FranzLake Washington Natural Honey Oat  & Nut Bread24 oz;22;19
76114330067;Spice SupremeGarlic Powder3.75 oz;44;65
78000015232;RcTen2 L;66;50
42400001065;Malt O MealChocolate36 oz;98;84
76114380468;Spice SupremePure Ground Cloves1.25 oz;56;82
15400020763;Western Family100% Natural Quick Oatmeal42 oz;46;74
76114330180;Spice SupremeChicken Seasoning9.75 oz;77;91
44000015558;NabiscoCheese Nips Cheddar Baked Snack Crackers12 oz;93;67
78742122427;Great ValueLess Sodium Soy Sauce15 fl oz;79;31
6,54871E+11;Juice SqueezeFlavored Blended Juice Beverage355ml.;27;67
20501147103;Bass Pro ShopsUncle Buck's Sweet & Hot Terriyaki Steak Cut Beef Jerky3 oz;50;64
44000027476;NabiscoRitz Crackers Reduced Fat13.7 oz;69;25
30000021903;KretschmerOriginal Toasted Wheat Germ12 oz;61;85
72457331181;Walden FarmsCalorie Free Coleslaw Dressing12 fl oz;60;31
80000006714;Star KistChunk White Albacore Tuna5 oz;52;70
38000008610;Kellogg'sRaisin Brand1.25 oz;26;34
15300430341;Rice A RoniChicken &  Broccoli Flavor Rice4.9 oz;67;93
51943287034;Tillamook Country SmokerBeef Jerky Honey Glazed2.8 oz;61;19
21000032785;Taco Bell Home OriginalsBold & Creamy Spicy Ranchero Sauce8 oz;82;61
71106498657;Stagg ChiliSteak House Reserve Chili With Beans15 oz;46;36
15400015691;Western FamilyCalifornia Ripe Large Pitted Olives6 oz;87;89
46000811017;Old El Paso12 Crunchy Taco Shells4.6 oz;23;78
72457880559;Walden FarmsCalorie Free Chocolate Syrup12 fl oz;23;13
72457440661;Walden FarmsCalorie Free Ranch Dip12 oz;53;85
49200057803;DominoLight Brown Sugar2 lb;31;41
76114330432;Spice SupremeMeat Tenderizer (Unseasoned)9.75 oz;100;72
7,2989E+11;Bark ThinsSnacking Chocolate   Dark Chocolate Pumpkin Seed With Sea Salt16 oz;38;52
28400000222;FritosMild Cheddar9 0z;41;21
76114330081;Spice SupremeItalian Seasoning2 oz;51;67
6,61176E+11;NaturtintPermanent Hair Color5.28 floz;95;66
34000040476;CadburyDairy Milk Caramello Milk Chocolate & Creamy Carmel4 oz;25;31
1,83832E+11;Happy Valley FarmsDriec Mangoes30 oz;47;86
7,476E+11;Ghirardelli ChocolateNatural Unsweetened Cocoa10 oz;38;65
49022735057;Good & DelishMacadamias9 oz;70;82
49200045503;DominoSugar4 lb;23;70
19100109988;JergensUltra Healing Extra Dry Skin Moisturizer10 fl oz;14;90
52427500021;Gorilla GlueFor The Toughest Jobs On Planet Earth2 fl oz;72;86
76114330456;Spice SupremeSeafood Seasoning11 oz;84;71
76114330326;Spice SupremeLemon & Pepper Seasoning8.75 oz;39;36
38000016615;Kellogg'sSpecial K0.63 oz;20;74
76114330319;Spice SupremeCinnamon Sugar7.5 oz;36;24
79400090737;Suave NaturalsWild Cherry Blossom Body Lotion22.5 floz;67;69
73905282017;HeetGas Line Antifreeze & Water Remover12 fl oz;92;55
70920474427;Swiss MissMilk Chocolate28.5 oz;64;85
76114330012;Spice SupremeImitation Bacon Bits4.5 oz;33;50
70272232034;Reddi WipExtra Creamy6.5 oz;80;54
41270042277;IgaClassic Roast Ground Coffee34.5 oz;28;53
78000002379;Royal Crown ColaDiet Rc12 fl oz;48;67
4,00126E+12;Me«?merPfefferminztee56.25g;36;100
4,10607E+12;MerkurMedium Nat«¨rliches Mineralwasser750 ml;41;37
29043439;KingsCrownSonnen-Mais340 g;51;97
5,449E+12;DornaIzvorul Alb0,5 l;62;44
44000032197;NabiscoChips Ahoy Original Chocolate Chip Cookies13 oz;85;85
9,78076E+12;Essential Words for the TOEFL;31;81
89004838;VaselinePetroleum Jelly120 ml;90;96
8,0005E+12;FerreroRaffaello150g;17;73
9,7806E+12;4 Ingredients Student Cookbook;46;74
8,59389E+12;Nestl«∏Orion Tvaroh a boruvka;71;29
7,31125E+12;KronanVit portion19,2g;98;12
5,99701E+12;UniverCsemege Reszelt torma;74;13
4,00026E+12;PrinzenPrinzenrolle400g;33;43
8,05845E+12;Fonti Alta ValleEva Rocce Azure Mineral Water1.5 L;51;86
7,61703E+12;Basmatireis;60;95
3,81371E+11;Band-AidFlexible Fabric Bandages39 ct;92;47
52000326734;GatoradeFierce Grape32 fl oz;89;78
71921477639;California Pizza KitchenSicilian Recipe Pizza15.5 oz;19;19
52000135183;GatoradeFrost Riptide Rush28 fl oz;89;39
8,74376E+11;TovoloKing Cube Tray;70;72
8,87049E+11;Fernet-ValletApertivo750 ml;81;94
8,80607E+12;SamsungGalaxy S II4.3 in;33;100
4,00845E+12;WeihenstephanFrischer Kakao1 Liter;13;79
8,90569E+12;Shalimar Brand Saffron Kashmir Mogra Grade AShalimar Brand Saffron1Gram;56;55
8,90569E+12;Shalimar Brand Saffron Kashmir Mogra Grade AShalimar Brand Saffron2Grams;38;24
37000867821;CharminUltra Soft12 double rolls;13;13
70852000091;Clover StornettaVitamin D Milk1 gallon;77;23
9,78045E+12;Delivering Happiness: A Path to Profits, Passion, and Purpose;100;43
12587783610;GladOdor Shield Tall Kitchen Drawstring Bags40 bags;22;23
7,61083E+12;CoopTiefk«¨hlbeutel mit Druckverschluss20 st«¨ck;74;15
10900080316;ReynoldsWrap30 sq ft;88;42
10900005043;ReynoldsSlow Cooker Liners4 liners;18;43
11110878960;RalphsPlastic Wrap200 sq ft roll;95;33
10900013314;ReynoldsParchment Paper20 sq ft;69;54
25700156215;ZiplocDouble Zipper Gallon Bags24 bags;84;50
25715665368;up & upToothbrush Holder;43;16
22000000583;OrbitSpearmint Sugarfree Gum6 pieces;28;90
3,21131E+11;SafewayBlue Mint Antiseptic Mouth Rinse1 L;33;81
41364001043;Red VinesOriginal Red Twists4 lbs;15;89
9,78159E+12;Purple Cow;92;98
11110819383;KrogerDry Roasted Unsalted Peanuts16 oz;14;83
11110414380;Kroger2% MilkHalf gallon;88;10
70247159007;FarmlandLower Sodium Bacon12 oz;18;25
8,84395E+11;Sun VistaBlack Beans No Salt Added15 oz;33;54
9,30068E+12;Coca Cola XCoke Zero375ml;56;73
4,00297E+12;T«ÙnissteinerOragne Fit330ml;21;57
97421960334;PowerBarProtein Plus Bar Cookies & Cream Flavour61g;86;13
7,50102E+12;KleenexPa«Òuelos desechables 15 hojas dobles22 x 21 cm;28;25
5,449E+12;ChaudfontaineEau min«∏rale0.5L;77;36
4,90251E+12;PILOTSUPER GRIP <M>;75;98
3,0065E+11;Opti-FreePure Moist Contact Solution10 fl oz;56;44
37000249382;FebrezeCranberries & Frost275g;22;66
9,78149E+12;The Souls of Black Folk;70;46
5,05211E+12;TescoScottish still natural water2 Litre;14;68
41196914160;Progresso SoupRich & Hearty Chicken Corn Chowder18.5oz;70;15
36000373905;Kleenex2-Ply White Tissues (208 «? 213 mm)160 ct;90;28
1,85219E+11;MenscienceAdvanced Deodorant2.6 oz;13;47
3,01871E+11;CeraVeFacial Moisturizing Lotion3 fl oz;35;53
82242290432;Gnarly HeadCabernet Sauvignon750 ml;87;91
35000000590;PalmoliveOriginal Dish Liquid10 fl oz;34;33
22000013583;Altoidssmalls - Nordic Mint0.37 oz;20;34
46500733321;GladeClean Linen Air Freshener8 oz;64;21
96619585571;Kirkland SignatureBath Tissue30 rolls;48;10
8,71143E+12;3MMicropore Tape;85;50
9,30065E+12;Mondelez InternationalVegemite600g;69;26
3,03793E+12;ClairefontaineCahier 17*22 140 pages;26;98
5,01367E+12;Whole EarthSmooth Original Peanut Butter454g;32;19
5,01027E+12;RyvitaOriginal Rye Crispbread250g;19;83
3,05215E+11;Q-tipsCotton Swabs625 cotton swabs;23;47
58200006957;Safeway KitchensClover Honey12 oz;22;11
5,42503E+12;WestvleterenWestvleteren XII6 x 330 ml;24;91
84105307516;Fernet-BrancaLiqueur;17;10
4,00581E+12;NiveaEspuma de Afeitar200 ml;80;57
7,794E+12;KnorrSalsa Lista Pizza;52;82
7,61303E+12;NestleLeche Condensada;17;96
12546676113;TridentWhite Gum, Spearmint16 pieces;15;46
9,78031E+12;Why Do Men Fall Asleep After Sex?;32;92
9,7814E+12;Why do men have nipples?;36;44
7,53469E+11;Dave's GourmetRed Heirloom Organic Pasta Sauce25.5 oz;21;93
8,85909E+11;AppleiPhone 4 16 GB Black;41;34
8,8591E+11;AppleiPhone 5S 32GB Grey Black;88;59
8,8591E+11;AppleiPhone 5S 64GB Space Grey;63;90
11110911506;Simple Truth OrganicBaby Arugula5 oz;92;19
13000001359;HeinzTomato Ketchup12 oz;60;59
7,70533E+12;BimboTortillas pague 10 lleve 1212;52;46
8,85909E+11;AppleMagic Trackpad3inch;18;82
3,85989E+12;JamnicaJamnica Mineralna0.5L;14;21
7,79129E+12;DoveMen+Care89 g;97;69
7,79699E+12;BimboPan Lactal Liviano630g;48;76
8,80609E+12;SamsungGalaxy SIII, Pebble blue;82;24
7,79565E+12;AdidasDynamic Pulse150ml;42;11
8,7104E+12;Albert HeijnDouchgel Sport For Men250ml;59;11
7,13169E+11;A House Blessing1g, A7;91;71
49022698345;WexfordCollege Ruled Composition Book;20;15
36000373738;KleenexWhite Tissues85 count;82;93
43396375420;CommunitySeason 2 DVDs1 DVD;88;16
45496900434;NintendoSuper Mario Galaxy1 disc;62;36
36000123234;KleenexWhite Tissues10 Tissues;40;86
8,41058E+11;EdgeSensitive Skin Shaving Gel with Aloe78g;44;76
7,86937E+11;DisneyTangled (DVD)1 disc;45;43
9,78157E+12;The Roving Mind;27;93
9,7814E+12;Vintage Didion;34;53
9,78039E+12;Surely You're Joking, Mr. Feynman! (Adventures of a Curious Character);13;32
32244040245;ScrabbleCrossword Game1 Game;22;64
37000138310;TideFebreze Fresh Laundry Detergent30 loads;36;29
20626728386;BlizzardStarcraft II: Wings of Liberty1 game;96;27
52100090009;McCormickPure Ground Black Pepper248g;46;98
21130602469;SafewayWhole Black Pepper120g;24;26
52100370309;McCormickItalian Seasoning92g;41;89
70957729521;Grandma's SeasoningsChili Powder85g;20;19
14656;Trader Joe'sExtra Virgin Olive Oil33.8 oz;86;57
22506104105;Spectrum NaturalsPeanut Oil473mL;90;100
9,03706E+12;GatoradePerform Fruit Punch8x15g pks;85;81
390453;Trader Joe'sTomato Sauce425g;78;37
948906;Trader Joe'sSesame Melba Round Crackers148g;28;21
72273387652;S&W PremiumBlack Beans (tin)15oz;80;37
24094070411;De CeccoPenne Rigate453g;78;25
38000001109;Kellogg'sCorn Flakes12oz (340g);13;22
6,12572E+11;MotorolaSURFboard eXtreme Cable Modem (Model SB6121);31;28
84114110978;KettleClassic Barbeque Krinkle Cut Potato Chips13oz;46;89
7,77642E+12;Santa SweetsGrape Tomatoes551ml;37;83
99482417376;365 EVERYDAY VALUEClassic Vanilla Animal Cookies450g;63;97
99482447847;365 Everyday ValueMedium Salsa16 oz;82;22
44600015941;CloroxDisinfecting Wipes35 wet wipes É?? 9.1 oz (258 g) OR 10.7 oz (300 g);14;22
